igr,municipio,situacao,fonte_referencia,observacao_igr
Grande Oeste,Xanxerê,IGR/região turística,https://www.camaranovohorizonte.sc.gov.br/proposicoes/Autografos/0/1/0/2209; https://sc.agenciasebrae.com.br/economia-e-politica/encantos-do-turismo-rural-podem-ser-conhecidos-no-estande-do-sebrae-sc/; https://www.mapa.turismo.gov.br/mapa/rest/publico/regionalizacao/listar/regioes-turisticas/regiao?nuRegiao=4,Lista nominal de 35 adotada de fonte municipal de 2025; outra fonte de 2025 troca Campo Erê/Seara por Ipumirim/São Lourenço do Oeste.
Grande Oeste,Xaxim,IGR/região turística,https://www.camaranovohorizonte.sc.gov.br/proposicoes/Autografos/0/1/0/2209; https://sc.agenciasebrae.com.br/economia-e-politica/encantos-do-turismo-rural-podem-ser-conhecidos-no-estande-do-sebrae-sc/; https://www.mapa.turismo.gov.br/mapa/rest/publico/regionalizacao/listar/regioes-turisticas/regiao?nuRegiao=4,Lista nominal de 35 adotada de fonte municipal de 2025; outra fonte de 2025 troca Campo Erê/Seara por Ipumirim/São Lourenço do Oeste.
Serra Catarinense,Anita Garibaldi,IGR/região turística,https://www.visiteaserrasc.com.br/; https://www.amures.org.br/municipios; https://www.lages.sc.gov.br/noticia-descricao/6950/lages-sedia-o-1-encontro-da-instancia-de-governanca-regional-da-serra-catarinense,Composição convergente: 18; Portaria de 2016 listava 12 e mapa de 2017 ampliou para 18.
Serra Catarinense,Bocaina do Sul,IGR/região turística,https://www.visiteaserrasc.com.br/; https://www.amures.org.br/municipios; https://www.lages.sc.gov.br/noticia-descricao/6950/lages-sedia-o-1-encontro-da-instancia-de-governanca-regional-da-serra-catarinense,Composição convergente: 18; Portaria de 2016 listava 12 e mapa de 2017 ampliou para 18.
Serra Catarinense,Bom Jardim da Serra,IGR/região turística,https://www.visiteaserrasc.com.br/; https://www.amures.org.br/municipios; https://www.lages.sc.gov.br/noticia-descricao/6950/lages-sedia-o-1-encontro-da-instancia-de-governanca-regional-da-serra-catarinense,Composição convergente: 18; Portaria de 2016 listava 12 e mapa de 2017 ampliou para 18.
Serra Catarinense,Bom Retiro,IGR/região turística,https://www.visiteaserrasc.com.br/; https://www.amures.org.br/municipios; https://www.lages.sc.gov.br/noticia-descricao/6950/lages-sedia-o-1-encontro-da-instancia-de-governanca-regional-da-serra-catarinense,Composição convergente: 18; Portaria de 2016 listava 12 e mapa de 2017 ampliou para 18.
Serra Catarinense,Campo Belo do Sul,IGR/região turística,https://www.visiteaserrasc.com.br/; https://www.amures.org.br/municipios; https://www.lages.sc.gov.br/noticia-descricao/6950/lages-sedia-o-1-encontro-da-instancia-de-governanca-regional-da-serra-catarinense,Composição convergente: 18; Portaria de 2016 listava 12 e mapa de 2017 ampliou para 18.
Serra Catarinense,Capão Alto,IGR/região turística,https://www.visiteaserrasc.com.br/; https://www.amures.org.br/municipios; https://www.lages.sc.gov.br/noticia-descricao/6950/lages-sedia-o-1-encontro-da-instancia-de-governanca-regional-da-serra-catarinense,Composição convergente: 18; Portaria de 2016 listava 12 e mapa de 2017 ampliou para 18.
Serra Catarinense,Cerro Negro,IGR/região turística,https://www.visiteaserrasc.com.br/; https://www.amures.org.br/municipios; https://www.lages.sc.gov.br/noticia-descricao/6950/lages-sedia-o-1-encontro-da-instancia-de-governanca-regional-da-serra-catarinense,Composição convergente: 18; Portaria de 2016 listava 12 e mapa de 2017 ampliou para 18.
Serra Catarinense,Correia Pinto,IGR/região turística,https://www.visiteaserrasc.com.br/; https://www.amures.org.br/municipios; https://www.lages.sc.gov.br/noticia-descricao/6950/lages-sedia-o-1-encontro-da-instancia-de-governanca-regional-da-serra-catarinense,Composição convergente: 18; Portaria de 2016 listava 12 e mapa de 2017 ampliou para 18.
Serra Catarinense,Lages,IGR/região turística,https://www.visiteaserrasc.com.br/; https://www.amures.org.br/municipios; https://www.lages.sc.gov.br/noticia-descricao/6950/lages-sedia-o-1-encontro-da-instancia-de-governanca-regional-da-serra-catarinense,Composição convergente: 18; Portaria de 2016 listava 12 e mapa de 2017 ampliou para 18.
Serra Catarinense,Otacílio Costa,IGR/região turística,https://www.visiteaserrasc.com.br/; https://www.amures.org.br/municipios; https://www.lages.sc.gov.br/noticia-descricao/6950/lages-sedia-o-1-encontro-da-instancia-de-governanca-regional-da-serra-catarinense,Composição convergente: 18; Portaria de 2016 listava 12 e mapa de 2017 ampliou para 18.
Serra Catarinense,Painel,IGR/região turística,https://www.visiteaserrasc.com.br/; https://www.amures.org.br/municipios; https://www.lages.sc.gov.br/noticia-descricao/6950/lages-sedia-o-1-encontro-da-instancia-de-governanca-regional-da-serra-catarinense,Composição convergente: 18; Portaria de 2016 listava 12 e mapa de 2017 ampliou para 18.
Serra Catarinense,Palmeira,IGR/região turística,https://www.visiteaserrasc.com.br/; https://www.amures.org.br/municipios; https://www.lages.sc.gov.br/noticia-descricao/6950/lages-sedia-o-1-encontro-da-instancia-de-governanca-regional-da-serra-catarinense,Composição convergente: 18; Portaria de 2016 listava 12 e mapa de 2017 ampliou para 18.
Serra Catarinense,Ponte Alta,IGR/região turística,https://www.visiteaserrasc.com.br/; https://www.amures.org.br/municipios; https://www.lages.sc.gov.br/noticia-descricao/6950/lages-sedia-o-1-encontro-da-instancia-de-governanca-regional-da-serra-catarinense,Composição convergente: 18; Portaria de 2016 listava 12 e mapa de 2017 ampliou para 18.
Serra Catarinense,Rio Rufino,IGR/região turística,https://www.visiteaserrasc.com.br/; https://www.amures.org.br/municipios; https://www.lages.sc.gov.br/noticia-descricao/6950/lages-sedia-o-1-encontro-da-instancia-de-governanca-regional-da-serra-catarinense,Composição convergente: 18; Portaria de 2016 listava 12 e mapa de 2017 ampliou para 18.
Serra Catarinense,São Joaquim,IGR/região turística,https://www.visiteaserrasc.com.br/; https://www.amures.org.br/municipios; https://www.lages.sc.gov.br/noticia-descricao/6950/lages-sedia-o-1-encontro-da-instancia-de-governanca-regional-da-serra-catarinense,Composição convergente: 18; Portaria de 2016 listava 12 e mapa de 2017 ampliou para 18.
Serra Catarinense,São José do Cerrito,IGR/região turística,https://www.visiteaserrasc.com.br/; https://www.amures.org.br/municipios; https://www.lages.sc.gov.br/noticia-descricao/6950/lages-sedia-o-1-encontro-da-instancia-de-governanca-regional-da-serra-catarinense,Composição convergente: 18; Portaria de 2016 listava 12 e mapa de 2017 ampliou para 18.
Serra Catarinense,Urubici,IGR/região turística,https://www.visiteaserrasc.com.br/; https://www.amures.org.br/municipios; https://www.lages.sc.gov.br/noticia-descricao/6950/lages-sedia-o-1-encontro-da-instancia-de-governanca-regional-da-serra-catarinense,Composição convergente: 18; Portaria de 2016 listava 12 e mapa de 2017 ampliou para 18.
Serra Catarinense,Urupema,IGR/região turística,https://www.visiteaserrasc.com.br/; https://www.amures.org.br/municipios; https://www.lages.sc.gov.br/noticia-descricao/6950/lages-sedia-o-1-encontro-da-instancia-de-governanca-regional-da-serra-catarinense,Composição convergente: 18; Portaria de 2016 listava 12 e mapa de 2017 ampliou para 18.
Vale das Águas,Águas de Chapecó,IGR/região turística,https://palmitos.sc.gov.br/palmitos-sera-sede-do-forum-do-turismo-vale-das-aguas-em-2026/; https://www.rcnonline.com.br/eventos/2026/05/2519347-4-forum-de-turismo-vale-das-aguas-fortalece-turismo-regional-com-apoio-do-sebrae-sc.html; https://mondai.sc.gov.br/noticia-579276/,Lista nominal institucional mais recente encontrada: 28; fontes anteriores listam 27 e incluem Iraceminha.
Vale das Águas,Águas Frias,IGR/região turística,https://palmitos.sc.gov.br/palmitos-sera-sede-do-forum-do-turismo-vale-das-aguas-em-2026/; https://www.rcnonline.com.br/eventos/2026/05/2519347-4-forum-de-turismo-vale-das-aguas-fortalece-turismo-regional-com-apoio-do-sebrae-sc.html; https://mondai.sc.gov.br/noticia-579276/,Lista nominal institucional mais recente encontrada: 28; fontes anteriores listam 27 e incluem Iraceminha.
Vale das Águas,Caibi,IGR/região turística,https://palmitos.sc.gov.br/palmitos-sera-sede-do-forum-do-turismo-vale-das-aguas-em-2026/; https://www.rcnonline.com.br/eventos/2026/05/2519347-4-forum-de-turismo-vale-das-aguas-fortalece-turismo-regional-com-apoio-do-sebrae-sc.html; https://mondai.sc.gov.br/noticia-579276/,Lista nominal institucional mais recente encontrada: 28; fontes anteriores listam 27 e incluem Iraceminha.
Vale das Águas,Caxambu do Sul,IGR/região turística,https://palmitos.sc.gov.br/palmitos-sera-sede-do-forum-do-turismo-vale-das-aguas-em-2026/; https://www.rcnonline.com.br/eventos/2026/05/2519347-4-forum-de-turismo-vale-das-aguas-fortalece-turismo-regional-com-apoio-do-sebrae-sc.html; https://mondai.sc.gov.br/noticia-579276/,Lista nominal institucional mais recente encontrada: 28; fontes anteriores listam 27 e incluem Iraceminha.
Vale das Águas,Cunha Porã,IGR/região turística,https://palmitos.sc.gov.br/palmitos-sera-sede-do-forum-do-turismo-vale-das-aguas-em-2026/; https://www.rcnonline.com.br/eventos/2026/05/2519347-4-forum-de-turismo-vale-das-aguas-fortalece-turismo-regional-com-apoio-do-sebrae-sc.html; https://mondai.sc.gov.br/noticia-579276/,Lista nominal institucional mais recente encontrada: 28; fontes anteriores listam 27 e incluem Iraceminha.
Vale das Águas,Cunhataí,IGR/região turística,https://palmitos.sc.gov.br/palmitos-sera-sede-do-forum-do-turismo-vale-das-aguas-em-2026/; https://www.rcnonline.com.br/eventos/2026/05/2519347-4-forum-de-turismo-vale-das-aguas-fortalece-turismo-regional-com-apoio-do-sebrae-sc.html; https://mondai.sc.gov.br/noticia-579276/,Lista nominal institucional mais recente encontrada: 28; fontes anteriores listam 27 e incluem Iraceminha.
Vale das Águas,Flor do Sertão,IGR/região turística,https://palmitos.sc.gov.br/palmitos-sera-sede-do-forum-do-turismo-vale-das-aguas-em-2026/; https://www.rcnonline.com.br/eventos/2026/05/2519347-4-forum-de-turismo-vale-das-aguas-fortalece-turismo-regional-com-apoio-do-sebrae-sc.html; https://mondai.sc.gov.br/noticia-579276/,Lista nominal institucional mais recente encontrada: 28; fontes anteriores listam 27 e incluem Iraceminha.
Vale das Águas,Formosa do Sul,IGR/região turística,https://palmitos.sc.gov.br/palmitos-sera-sede-do-forum-do-turismo-vale-das-aguas-em-2026/; https://www.rcnonline.com.br/eventos/2026/05/2519347-4-forum-de-turismo-vale-das-aguas-fortalece-turismo-regional-com-apoio-do-sebrae-sc.html; https://mondai.sc.gov.br/noticia-579276/,Lista nominal institucional mais recente encontrada: 28; fontes anteriores listam 27 e incluem Iraceminha.
Vale das Águas,Irati,IGR/região turística,https://palmitos.sc.gov.br/palmitos-sera-sede-do-forum-do-turismo-vale-das-aguas-em-2026/; https://www.rcnonline.com.br/eventos/2026/05/2519347-4-forum-de-turismo-vale-das-aguas-fortalece-turismo-regional-com-apoio-do-sebrae-sc.html; https://mondai.sc.gov.br/noticia-579276/,Lista nominal institucional mais recente encontrada: 28; fontes anteriores listam 27 e incluem Iraceminha.
Vale das Águas,Jardinópolis,IGR/região turística,https://palmitos.sc.gov.br/palmitos-sera-sede-do-forum-do-turismo-vale-das-aguas-em-2026/; https://www.rcnonline.com.br/eventos/2026/05/2519347-4-forum-de-turismo-vale-das-aguas-fortalece-turismo-regional-com-apoio-do-sebrae-sc.html; https://mondai.sc.gov.br/noticia-579276/,Lista nominal institucional mais recente encontrada: 28; fontes anteriores listam 27 e incluem Iraceminha.
Vale das Águas,Maravilha,IGR/região turística,https://palmitos.sc.gov.br/palmitos-sera-sede-do-forum-do-turismo-vale-das-aguas-em-2026/; https://www.rcnonline.com.br/eventos/2026/05/2519347-4-forum-de-turismo-vale-das-aguas-fortalece-turismo-regional-com-apoio-do-sebrae-sc.html; https://mondai.sc.gov.br/noticia-579276/,Lista nominal institucional mais recente encontrada: 28; fontes anteriores listam 27 e incluem Iraceminha.
Vale das Águas,Mondaí,IGR/região turística,https://palmitos.sc.gov.br/palmitos-sera-sede-do-forum-do-turismo-vale-das-aguas-em-2026/; https://www.rcnonline.com.br/eventos/2026/05/2519347-4-forum-de-turismo-vale-das-aguas-fortalece-turismo-regional-com-apoio-do-sebrae-sc.html; https://mondai.sc.gov.br/noticia-579276/,Lista nominal institucional mais recente encontrada: 28; fontes anteriores listam 27 e incluem Iraceminha.
Vale das Águas,Modelo,IGR/região turística,https://palmitos.sc.gov.br/palmitos-sera-sede-do-forum-do-turismo-vale-das-aguas-em-2026/; https://www.rcnonline.com.br/eventos/2026/05/2519347-4-forum-de-turismo-vale-das-aguas-fortalece-turismo-regional-com-apoio-do-sebrae-sc.html; https://mondai.sc.gov.br/noticia-579276/,Lista nominal institucional mais recente encontrada: 28; fontes anteriores listam 27 e incluem Iraceminha.
Vale das Águas,Nova Erechim,IGR/região turística,https://palmitos.sc.gov.br/palmitos-sera-sede-do-forum-do-turismo-vale-das-aguas-em-2026/; https://www.rcnonline.com.br/eventos/2026/05/2519347-4-forum-de-turismo-vale-das-aguas-fortalece-turismo-regional-com-apoio-do-sebrae-sc.html; https://mondai.sc.gov.br/noticia-579276/,Lista nominal institucional mais recente encontrada: 28; fontes anteriores listam 27 e incluem Iraceminha.
Vale das Águas,Nova Itaberaba,IGR/região turística,https://palmitos.sc.gov.br/palmitos-sera-sede-do-forum-do-turismo-vale-das-aguas-em-2026/; https://www.rcnonline.com.br/eventos/2026/05/2519347-4-forum-de-turismo-vale-das-aguas-fortalece-turismo-regional-com-apoio-do-sebrae-sc.html; https://mondai.sc.gov.br/noticia-579276/,Lista nominal institucional mais recente encontrada: 28; fontes anteriores listam 27 e incluem Iraceminha.
Vale das Águas,Palmitos,IGR/região turística,https://palmitos.sc.gov.br/palmitos-sera-sede-do-forum-do-turismo-vale-das-aguas-em-2026/; https://www.rcnonline.com.br/eventos/2026/05/2519347-4-forum-de-turismo-vale-das-aguas-fortalece-turismo-regional-com-apoio-do-sebrae-sc.html; https://mondai.sc.gov.br/noticia-579276/,Lista nominal institucional mais recente encontrada: 28; fontes anteriores listam 27 e incluem Iraceminha.
Vale das Águas,Pinhalzinho,IGR/região turística,https://palmitos.sc.gov.br/palmitos-sera-sede-do-forum-do-turismo-vale-das-aguas-em-2026/; https://www.rcnonline.com.br/eventos/2026/05/2519347-4-forum-de-turismo-vale-das-aguas-fortalece-turismo-regional-com-apoio-do-sebrae-sc.html; https://mondai.sc.gov.br/noticia-579276/,Lista nominal institucional mais recente encontrada: 28; fontes anteriores listam 27 e incluem Iraceminha.
Vale das Águas,Planalto Alegre,IGR/região turística,https://palmitos.sc.gov.br/palmitos-sera-sede-do-forum-do-turismo-vale-das-aguas-em-2026/; https://www.rcnonline.com.br/eventos/2026/05/2519347-4-forum-de-turismo-vale-das-aguas-fortalece-turismo-regional-com-apoio-do-sebrae-sc.html; https://mondai.sc.gov.br/noticia-579276/,Lista nominal institucional mais recente encontrada: 28; fontes anteriores listam 27 e incluem Iraceminha.
Vale das Águas,Quilombo,IGR/região turística,https://palmitos.sc.gov.br/palmitos-sera-sede-do-forum-do-turismo-vale-das-aguas-em-2026/; https://www.rcnonline.com.br/eventos/2026/05/2519347-4-forum-de-turismo-vale-das-aguas-fortalece-turismo-regional-com-apoio-do-sebrae-sc.html; https://mondai.sc.gov.br/noticia-579276/,Lista nominal institucional mais recente encontrada: 28; fontes anteriores listam 27 e incluem Iraceminha.
Vale das Águas,Riqueza,IGR/região turística,https://palmitos.sc.gov.br/palmitos-sera-sede-do-forum-do-turismo-vale-das-aguas-em-2026/; https://www.rcnonline.com.br/eventos/2026/05/2519347-4-forum-de-turismo-vale-das-aguas-fortalece-turismo-regional-com-apoio-do-sebrae-sc.html; https://mondai.sc.gov.br/noticia-579276/,Lista nominal institucional mais recente encontrada: 28; fontes anteriores listam 27 e incluem Iraceminha.
Vale das Águas,Romelândia,IGR/região turística,https://palmitos.sc.gov.br/palmitos-sera-sede-do-forum-do-turismo-vale-das-aguas-em-2026/; https://www.rcnonline.com.br/eventos/2026/05/2519347-4-forum-de-turismo-vale-das-aguas-fortalece-turismo-regional-com-apoio-do-sebrae-sc.html; https://mondai.sc.gov.br/noticia-579276/,Lista nominal institucional mais recente encontrada: 28; fontes anteriores listam 27 e incluem Iraceminha.
Vale das Águas,Santiago do Sul,IGR/região turística,https://palmitos.sc.gov.br/palmitos-sera-sede-do-forum-do-turismo-vale-das-aguas-em-2026/; https://www.rcnonline.com.br/eventos/2026/05/2519347-4-forum-de-turismo-vale-das-aguas-fortalece-turismo-regional-com-apoio-do-sebrae-sc.html; https://mondai.sc.gov.br/noticia-579276/,Lista nominal institucional mais recente encontrada: 28; fontes anteriores listam 27 e incluem Iraceminha.
Vale das Águas,Saudades,IGR/região turística,https://palmitos.sc.gov.br/palmitos-sera-sede-do-forum-do-turismo-vale-das-aguas-em-2026/; https://www.rcnonline.com.br/eventos/2026/05/2519347-4-forum-de-turismo-vale-das-aguas-fortalece-turismo-regional-com-apoio-do-sebrae-sc.html; https://mondai.sc.gov.br/noticia-579276/,Lista nominal institucional mais recente encontrada: 28; fontes anteriores listam 27 e incluem Iraceminha.
Vale das Águas,São Carlos,IGR/região turística,https://palmitos.sc.gov.br/palmitos-sera-sede-do-forum-do-turismo-vale-das-aguas-em-2026/; https://www.rcnonline.com.br/eventos/2026/05/2519347-4-forum-de-turismo-vale-das-aguas-fortalece-turismo-regional-com-apoio-do-sebrae-sc.html; https://mondai.sc.gov.br/noticia-579276/,Lista nominal institucional mais recente encontrada: 28; fontes anteriores listam 27 e incluem Iraceminha.
Vale das Águas,São João do Oeste,IGR/região turística,https://palmitos.sc.gov.br/palmitos-sera-sede-do-forum-do-turismo-vale-das-aguas-em-2026/; https://www.rcnonline.com.br/eventos/2026/05/2519347-4-forum-de-turismo-vale-das-aguas-fortalece-turismo-regional-com-apoio-do-sebrae-sc.html; https://mondai.sc.gov.br/noticia-579276/,Lista nominal institucional mais recente encontrada: 28; fontes anteriores listam 27 e incluem Iraceminha.
Vale das Águas,Serra Alta,IGR/região turística,https://palmitos.sc.gov.br/palmitos-sera-sede-do-forum-do-turismo-vale-das-aguas-em-2026/; https://www.rcnonline.com.br/eventos/2026/05/2519347-4-forum-de-turismo-vale-das-aguas-fortalece-turismo-regional-com-apoio-do-sebrae-sc.html; https://mondai.sc.gov.br/noticia-579276/,Lista nominal institucional mais recente encontrada: 28; fontes anteriores listam 27 e incluem Iraceminha.
Vale das Águas,Sul Brasil,IGR/região turística,https://palmitos.sc.gov.br/palmitos-sera-sede-do-forum-do-turismo-vale-das-aguas-em-2026/; https://www.rcnonline.com.br/eventos/2026/05/2519347-4-forum-de-turismo-vale-das-aguas-fortalece-turismo-regional-com-apoio-do-sebrae-sc.html; https://mondai.sc.gov.br/noticia-579276/,Lista nominal institucional mais recente encontrada: 28; fontes anteriores listam 27 e incluem Iraceminha.
Vale das Águas,União do Oeste,IGR/região turística,https://palmitos.sc.gov.br/palmitos-sera-sede-do-forum-do-turismo-vale-das-aguas-em-2026/; https://www.rcnonline.com.br/eventos/2026/05/2519347-4-forum-de-turismo-vale-das-aguas-fortalece-turismo-regional-com-apoio-do-sebrae-sc.html; https://mondai.sc.gov.br/noticia-579276/,Lista nominal institucional mais recente encontrada: 28; fontes anteriores listam 27 e incluem Iraceminha.
Vale dos Imigrantes,Abdon Batista,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
Vale dos Imigrantes,Água Doce,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
Vale dos Imigrantes,Arroio Trinta,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
Vale dos Imigrantes,Brunópolis,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
Vale dos Imigrantes,Campos Novos,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
Vale dos Imigrantes,Capinzal,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
Vale dos Imigrantes,Catanduvas,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
Vale dos Imigrantes,Celso Ramos,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
Vale dos Imigrantes,Curitibanos,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
Vale dos Imigrantes,Erval Velho,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
Vale dos Imigrantes,Fraiburgo,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
Vale dos Imigrantes,Frei Rogério,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
Vale dos Imigrantes,Herval d’Oeste,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
Vale dos Imigrantes,Ibiam,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
Vale dos Imigrantes,Ibicaré,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
Vale dos Imigrantes,Iomerê,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
Grande Oeste,Ipumirim,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
Vale dos Imigrantes,Joaçaba,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
Vale dos Imigrantes,Lacerdópolis,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
Vale dos Imigrantes,Lebon Régis,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
Vale dos Imigrantes,Luzerna,IGR/região turística,https://www.facebook.com/valedosimigrantes/; https://www.alesc.sc.gov.br/diarios/pdf/8929diaicp.pdf; https://abrajetnacional.com.br/turismo-em-pauta-fraiburgo-sedia-i-forum-de-turismo-do-vale-dos-imigrantes/,"Lista nominal pública mais recente encontrada: 35 municípios. Há notícia de 2026 mencionando 36, sem divulgar o 36º município."
